"food_nutrient_conversion_factor_id","value"
"17101","6.25"
"17102","6.25"
"17103","6.25"
"17104","6.25"
"17105","6.25"
"17106","6.25"
"17107","6.25"
"17108","6.25"
"17109","6.25"
"17110","6.25"
"17111","6.25"
"17112","6.25"
"17113","6.25"
"17114","6.25"
"17115","6.25"
"17116","6.25"
"17117","6.25"
"17118","6.25"
"17119","6.25"
"17120","6.25"
"17121","6.25"
"17122","6.25"
"17123","6.25"
"17124","6.25"
"17125","6.25"
"17126","6.25"
"17127","6.25"
"17128","6.25"
"17129","6.25"
"17130","6.25"
"17131","6.25"
"17132","6.25"
"17133","6.25"
"17134","6.25"
"17135","6.25"
"17136","6.25"
"17137","6.25"
"17138","6.25"
"17139","6.25"
"17140","6.25"
"17141","6.25"
"17142","6.25"
"17143","6.25"
"17144","6.25"
"17145","6.25"
"17146","6.25"
"17147","6.25"
"17148","6.25"
"17149","6.25"
"17150","6.25"
"17151","6.25"
"17152","6.25"
"17153","6.25"
"17154","6.25"
"17155","6.25"
"17156","5.3"
"17157","5.3"
"17158","5.3"
"17159","5.18"
"17160","5.3"
"17161","5.3"
"17162","5.3"
"17163","5.18"
"17164","5.3"
"17165","5.3"
"17166","5.3"
"17167","5.18"
"17168","5.3"
"17169","5.3"
"17170","5.3"
"17171","5.3"
"17172","5.3"
"17173","5.18"
"17174","5.3"
"17175","6.25"
"17176","6.25"
"17177","6.25"
"17178","6.25"
"17179","6.25"
"17180","6.25"
"17181","6.25"
"17182","6.25"
"17183","6.25"
"17184","6.25"
"17185","6.25"
"17186","6.25"
"17187","6.25"
"17188","6.25"
"17189","6.25"
"17190","6.25"
"17191","6.25"
"17192","6.25"
"17193","6.25"
"17194","6.25"
"17195","6.25"
"17196","6.25"
"17197","6.25"
"17198","6.25"
"17199","6.25"
"17200","6.25"
"17201","6.25"
"17202","6.25"
"17203","6.25"
"17204","6.25"
"17205","6.25"
"17206","6.25"
"17207","6.25"
"17208","6.25"
"17209","6.25"
"17210","6.25"
"17211","6.25"
"17212","6.25"
"17213","6.25"
"17214","6.25"
"17215","6.25"
"17216","6.25"
"17217","6.25"
"17218","6.25"
"17219","6.25"
"17220","6.25"
"17221","6.25"
"17222","6.25"
"17223","6.25"
"17224","6.25"
"17225","6.25"
"17226","6.25"
"17227","6.25"
"17228","6.25"
"17229","6.25"
"17230","6.25"
"17231","6.25"
"17232","6.25"
"17233","6.25"
"17234","6.25"
"17235","6.25"
"17236","6.25"
"17237","6.25"
"17238","6.25"
"17239","6.25"
"17240","6.25"
"17241","6.25"
"17242","6.25"
"17243","6.25"
"17244","6.25"
"17245","6.25"
"17246","6.25"
"17247","6.25"
"17248","6.25"
"17249","6.25"
"17250","6.25"
"17251","6.25"
"17252","6.25"
"17253","6.25"
"17254","6.25"
"17255","6.25"
"17256","6.25"
"17257","6.25"
"17258","6.25"
"17259","6.25"
"17260","6.25"
"17261","6.25"
"17262","6.25"
"17263","6.25"
"17264","6.25"
"17265","6.25"
"17266","6.25"
"17267","6.25"
"17268","6.25"
"17269","6.25"
"17270","6.25"
"17271","6.25"
"17272","6.25"
"17273","6.25"
"17274","6.25"
"17275","6.25"
"17276","6.25"
"17277","6.25"
"17278","6.25"
"17279","6.25"
"17280","6.25"
"17281","6.25"
"17282","6.25"
"17283","6.25"
"17284","6.25"
"17285","6.25"
"17286","6.25"
"17287","6.25"
"17288","6.25"
"17289","6.25"
"17290","6.25"
"17291","6.25"
"17292","6.25"
"17293","6.25"
"17294","6.25"
"17295","6.25"
"17296","6.25"
"17297","6.25"
"17298","6.25"
"17299","6.25"
"17300","6.25"
"17301","6.25"
"17302","6.25"
"17303","6.25"
"17304","6.25"
"17305","6.25"
"17306","6.25"
"17307","6.25"
"17308","6.25"
"17309","6.25"
"17310","6.25"
"17311","6.25"
"17312","6.25"
"17313","6.25"
"17314","6.25"
"17315","6.25"
"17316","6.25"
"17317","6.25"
"17318","6.25"
"17319","6.38"
"17320","0"
"17321","6.25"
"17322","5.9"
"17323","6.2"
"17324","6.25"
"17325","6.25"
"17326","6.25"
"17327","6.25"
"17328","6.25"
"17329","6.25"
"17330","6.25"
"17331","6.25"
"17332","6.25"
"17333","6.25"
"17334","6.25"
"17335","6.25"
"17336","6.25"
"17337","6.25"
"17338","6.3"
"17339","5.55"
"17340","6.25"
"17341","0"
"17342","6.25"
"17343","6.25"
"17344","6.25"
"17345","6"
"17346","6.25"
"17347","0"
"17348","0"
"17349","5.6"
"17350","6.25"
"17351","5.6"
"17352","6.25"
"17353","6.25"
"17354","6.25"
"17355","6.25"
"17356","6.25"
"17357","6.1"
"17358","6.1"
"17359","6.4"
"17360","6.25"
"17361","6.25"
"17362","6.25"
"17363","6.25"
"17364","6.25"
"17365","6.25"
"17366","6.25"
"17367","6.25"
"17368","6.25"
"17369","5.4"
"17370","6.25"
"17371","6.25"
"17372","6.25"
"17373","6.25"
"17374","6.25"
"17375","6.25"
"17376","6.25"
"17377","6.25"
"17378","6.38"
"17379","0"
"17380","6.25"
"17381","6.2"
"17382","6.25"
"17383","6.2"
"17384","6.25"
"17385","6.25"
"17386","6.25"
"17387","5.9"
"17388","5.7"
"17389","6.1"
"17390","6.3"
"17391","5.7"
"17392","6.5"
"17393","6.5"
"17394","6.5"
"17395","6.2"
"17396","6.25"
"17397","6.4"
"17398","6.25"
"17399","6.25"
"17400","6.18"
"17401","6.25"
"17402","5.83"
"17403","5.83"
"17404","5.83"
"17405","6.25"
"17406","5.95"
"17407","5.95"
"17408","5.95"
"17409","5.95"
"17410","5.95"
"17411","5.95"
"17412","5.95"
"17413","5.95"
"17414","5.83"
"17415","5.83"
"17416","5.83"
"17417","5.83"
"17418","5.83"
"17419","5.83"
"17420","5.83"
"17421","5.83"
"17422","5.8"
"17423","5.83"
"17424","5.7"
"17425","5.7"
"17426","5.7"
"17427","6.25"
"17428","5.95"
"17429","6.25"
"17430","6.25"
"17431","5.73"
"17432","5.7"
"17433","5.72"
"17434","5.72"
"17435","6.06"
"17436","6.06"
"17437","5.7"
"17438","5.7"
"17439","5.83"
"17440","5.72"
"17441","5.72"
"17442","5.7"
"17443","5.95"
"17444","6.25"
"17445","6.25"
"17446","5.78"
"17447","6.25"
"17448","6.25"
"17449","6.25"
"17450","6.25"
"17451","6.18"
"17452","6.25"
"17453","5.78"
"17454","5.7"
"17455","5.7"
"17456","6.25"
"17457","5.95"
"17458","5.95"
"17459","5.95"
"17460","5.7"
"17461","5.7"
"17462","5.95"
"17463","5.7"
"17464","5.7"
"17465","6.25"
"17466","6.25"
"17467","6.25"
"17468","6.25"
"17469","6.25"
"17470","6.25"
"17471","6.25"
"17472","6.25"
"17473","6.25"
"17474","6.25"
"17475","6.25"
"17476","6.25"
"17477","6.25"
"17478","6.25"
"17479","6.25"
"17480","6.25"
"17481","6.25"
"17482","6.25"
"17483","6.25"
"17484","6.25"
"17485","6.25"
"17486","6.25"
"17487","6.25"
"17488","6.25"
"17489","6.25"
"17490","6.25"
"17491","6.25"
"17492","6.25"
"17493","6.25"
"17494","6.25"
"17495","6.25"
"17496","5.3"
"17497","6.25"
"17498","6.25"
"17499","6.25"
"17500","6.25"
"17501","6.25"
"17502","5.3"
"17503","6.25"
"17504","6.25"
"17505","6.25"
"17506","6.25"
"17507","6.25"
"17508","6.25"
"17509","6.25"
"17510","6.25"
"17511","6.25"
"17512","6.25"
"17513","6.25"
"17514","6.25"
"17515","6.25"
"17516","5.3"
"17517","6.25"
"17518","6.25"
"17519","6.25"
"17520","6.25"
"17521","6.25"
"17522","6.25"
"17523","6.25"
"17524","6.38"
"17525","6.38"
"17526","6.25"
"17527","6.25"
"17528","6.25"
"17529","6.25"
"17530","6.25"
"17531","6.25"
"17532","6.25"
"17533","6.25"
"17534","6.25"
"17535","6.38"
"17536","6.25"
"17537","6.38"
"17538","6.38"
"17539","6.38"
"17540","6.38"
"17541","6.25"
"17542","6.25"
"17543","6.25"
"17544","6.25"
"17545","6.25"
"17546","6.25"
"17547","6.25"
"17548","6.25"
"17549","6.25"
"17550","6.25"
"17551","6.25"
"17552","6.25"
"17553","6.25"
"17554","6.25"
"17555","6.25"
"17556","6.25"
"17557","6.25"
"17558","6.25"
"17559","6.25"
"17560","6.25"
"17561","6.25"
"17562","6.25"
"17563","6.25"
"17564","6.25"
"17565","6.25"
"17566","6.25"
"17567","6.25"
"17568","6.25"
"17569","6.25"
"17570","6.25"
"17571","6.25"
"17572","6.25"
"17573","6.25"
"17574","6.25"
"17575","6.25"
"17576","6.25"
"17577","6.25"
"17578","6.25"
"17579","6.25"
"17580","6.25"
"17581","6.25"
"17582","6.25"
"17583","6.25"
"17584","6.25"
"17585","6.25"
"17586","6.25"
"17587","6.25"
"17588","6.25"
"17589","6.25"
"17590","6.25"
"17591","6.25"
"17592","6.25"
"17593","6.25"
"17594","6.25"
"17595","6.25"
"17596","6.25"
"17597","6.25"
"17598","6.25"
"17599","6.25"
"17600","6.25"
"17601","6.25"
"17602","6.25"
"17603","6.25"
"17604","6.25"
"17605","6.25"
"17606","6.25"
"17607","6.25"
"17608","6.25"
"17609","6.25"
"17610","6.25"
"17611","6.25"
"17612","6.25"
"17613","6.25"
"17614","6.25"
"17615","6.25"
"17616","6.25"
"17617","6.25"
"17618","6.25"
"17619","6.25"
"17620","6.25"
"17621","6.25"
"17622","6.25"
"17623","6.25"
"17624","6.25"
"17625","6.25"
"17626","6.25"
"17627","6.25"
"17628","6.25"
"17629","6.25"
"17630","6.25"
"17631","6.25"
"17632","6.25"
"17633","6.25"
"17634","6.25"
"17635","6.25"
"17636","6.25"
"17637","6.25"
"17638","6.25"
"17639","6.25"
"17640","6.25"
"17641","6.25"
"17642","6.25"
"17643","6.25"
"17644","6.25"
"17645","6.25"
"17646","6.25"
"17647","6.25"
"17648","6.25"
"17649","6.25"
"17650","6.25"
"17651","6.25"
"17652","6.25"
"17653","6.25"
"17654","6.25"
"17655","6.25"
"17656","6.25"
"17657","6.25"
"17658","6.25"
"17659","6.25"
"17660","6.25"
"17661","6.25"
"17662","6.25"
"17663","6.25"
"17664","6.25"
"17665","6.25"
"17666","6.25"
"17667","6.25"
"17668","6.25"
"17669","6.25"
"17670","6.25"
"17671","6.25"
"17672","6.25"
"17673","6.25"
"17674","6.25"
"17675","6.25"
"17676","6.25"
"17677","6.25"
"17678","6.25"
"17679","6.25"
"17680","6.25"
"17681","6.25"
"17682","6.25"
"17683","6.25"
"17684","6.25"
"17685","6.25"
"17686","6.25"
"17687","6.25"
"17688","6.25"
"17689","6.25"
"17690","6.25"
"17691","6.25"
"17692","6.25"
"17693","6.25"
"17694","6.25"
"17695","6.25"
"17696","6.25"
"17697","6.25"
"17698","6.25"
"17699","6.25"
"17700","6.25"
"17701","6.25"
"17702","6.25"
"17703","6.25"
"17704","6.25"
"17705","6.25"
"17706","6.25"
"17707","6.25"
"17708","6.25"
"17709","6.25"
"17710","6.25"
"17711","6.25"
"17712","6.25"
"17713","6.25"
"17714","6.25"
"17715","6.25"
"17716","6.25"
"17717","6.25"
"17718","6.25"
"17719","6.25"
"17720","6.25"
"17721","6.25"
"17722","6.25"
"17723","6.25"
"17724","6.25"
"17725","6.25"
"17726","6.25"
"17727","6.25"
"17728","6.25"
"17729","6.25"
"17730","6.25"
"17731","6.25"
"17732","6.25"
"17733","6.25"
"17734","6.25"
"17735","6.25"
"17736","6.25"
"17737","6.25"
"17738","6.25"
"17739","6.25"
"17740","6.25"
"17741","6.25"
"17742","6.25"
"17743","6.25"
"17744","6.25"
"17745","6.25"
"17746","6.25"
"17747","6.25"
"17748","6.25"
"17749","6.25"
"17750","6.25"
"17751","6.25"
"17752","6.25"
"17753","6.25"
"17754","6.25"
"17755","6.25"
"17756","6.25"
"17757","6.25"
"17758","6.25"
"17759","6.25"
"17760","6.25"
"17761","6.25"
"17762","6.25"
"17763","6.25"
"17764","6.25"
"17765","6.25"
"17766","6.25"
"17767","6.25"
"17768","6.25"
"17769","6.25"
"17770","6.25"
"17771","6.25"
"17772","6.25"
"17773","6.25"
"17774","6.25"
"17775","6.25"
"17776","6.25"
"17777","6.25"
"17778","6.25"
"17779","6.25"
"17780","6.25"
"17781","6.25"
"17782","6.25"
"17783","6.29"
"17784","6.25"
"17785","6.25"
"17786","6.25"
"17787","6.25"
"17788","6.25"
"17789","6.25"
"17790","6.25"
"17791","6.25"
"17792","6.25"
"17793","6.25"
"17794","6.25"
"17795","6.25"
"17796","6.25"
"17797","6.25"
"17798","6.25"
"17799","6.25"
"17800","6.25"
"17801","6.25"
"17802","6.25"
"17803","6.25"
"17804","6.25"
"17805","6.25"
"17806","6.25"
"17807","6.25"
"17808","6.25"
"17809","6.25"
"17810","6.25"
"17811","6.25"
"17812","6.25"
"17813","6.25"
"17814","6.25"
"17815","5.3"
"17816","5.3"
"17817","5.3"
"17818","5.3"
"17819","5.3"
"17820","5.8"
"17821","5.3"
"17822","5.3"
"17823","5.3"
"17824","5.3"
"17825","5.3"
"17826","5.3"
"17827","5.3"
"17828","5.18"
"17829","5.3"
"17830","5.3"
"17831","5.3"
"17832","5.3"
"17833","5.3"
"17834","5.3"
"17835","5.3"
"17836","6.25"
"17837","6.25"
"17838","6.25"
"17839","6.25"
"17840","6.25"
"17841","6.25"
"17842","6.25"
"17843","6.25"
"17844","6.25"
"17845","6.25"
"17846","6.25"
"17847","6.25"
"17848","6.25"
"17849","6.25"
"17850","6.25"
"17851","6.25"
"17852","6.25"
"17853","6.25"
"17854","6.25"
"17855","6.25"
"17856","6.25"
"17857","6.25"
"17858","6.25"
"17859","6.25"
"17860","6.25"
"17861","6.25"
"17862","6.25"
"17863","6.25"
"17864","6.25"
"17865","6.25"
"17866","6.25"
"17867","6.25"
"17868","6.25"
"17869","6.25"
"17870","6.25"
"17871","6.25"
"17872","6.25"
"17873","6.25"
"17874","6.25"
"17875","6.25"
"17876","6.25"
"17877","6.25"
"17878","6.25"
"17879","6.25"
"17880","6.25"
"17881","6.25"
"17882","6.25"
"17883","6.25"
"17884","6.25"
"17885","6.25"
"17886","6.25"
"17887","6.25"
"17888","6.25"
"17889","6.25"
"17890","6.25"
"17891","6.25"
"17892","6.25"
"17893","6.25"
"17894","6.25"
"17895","6.25"
"17896","6.25"
"17897","6.25"
"17898","6.25"
"17899","6.25"
"17900","6.25"
"17901","6.25"
"17902","6.25"
"17903","6.25"
"17904","6.25"
"17905","6.25"
"17906","6.25"
"17907","6.25"
"17908","6.25"
"17909","6.25"
"17910","6.25"
"17911","6.25"
"17912","6.25"
"17913","6.25"
"17914","6.25"
"17915","6.25"
"17916","6.25"
"17917","6.25"
