FactID,Val,Year,ISO-alpha2 Code,UN Region Name,UN Sub-region Name,Country,ThemeID,Theme_text,IndmetaID,indmeta_text,Age,Gender,Residency,Unit,Link,Reference,Download_date
3.4.1CG2005,21.6,2005,CG,Africa,Sub-Saharan Africa,Congo,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1GH2005,21.6,2005,GH,Africa,Sub-Saharan Africa,Ghana,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1ET2004,21.7,2004,ET,Africa,Sub-Saharan Africa,Ethiopia,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1TR2005,21.7,2005,TR,Asia,Western Asia,Turkey,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1BZ2004,22.2,2004,BZ,Americas,Latin America and the Caribbean,Belize,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1TR2004,22.2,2004,TR,Asia,Western Asia,Turkey,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1ML2005,22.3,2005,ML,Africa,Sub-Saharan Africa,Mali,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1AZ2005,22.4,2005,AZ,Asia,Western Asia,Azerbaijan,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1HN2005,22.5,2005,HN,Americas,Latin America and the Caribbean,Honduras,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1BO2004,22.6,2004,BO,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1JM2004,22.6,2004,JM,Americas,Latin America and the Caribbean,Jamaica,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1CF2004,22.7,2004,CF,Africa,Sub-Saharan Africa,Central African Republic,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1SB2004,22.8,2004,SB,Oceania,Melanesia,Solomon Islands,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1TG2004,22.9,2004,TG,Africa,Sub-Saharan Africa,Togo,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1IR2005,23.2,2005,IR,Asia,Southern Asia,Iran (Islamic Republic of),3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1YE2005,23.4,2005,YE,Asia,Western Asia,Yemen,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1JP2004,23.5,2004,JP,Asia,Eastern Asia,Japan,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1GE2005,23.6,2005,GE,Asia,Western Asia,Georgia,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1NP2005,23.7,2005,NP,Asia,Southern Asia,Nepal,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1UG2004,23.8,2004,UG,Africa,Sub-Saharan Africa,Uganda,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1SB2005,23.8,2005,SB,Oceania,Melanesia,Solomon Islands,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1TM2004,24.2,2004,TM,Asia,Central Asia,Turkmenistan,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1UZ2004,24.4,2004,UZ,Asia,Central Asia,Uzbekistan,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1AO2005,24.4,2005,AO,Africa,Sub-Saharan Africa,Angola,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1SO2005,24.5,2005,SO,Africa,Sub-Saharan Africa,Somalia,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1SN2005,24.6,2005,SN,Africa,Sub-Saharan Africa,Senegal,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1BH2005,24.8,2005,BH,Asia,Western Asia,Bahrain,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1SN2004,25.3,2004,SN,Africa,Sub-Saharan Africa,Senegal,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1KE2005,25.3,2005,KE,Africa,Sub-Saharan Africa,Kenya,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1TG2005,25.8,2005,TG,Africa,Sub-Saharan Africa,Togo,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1IN2004,25.9,2004,IN,Asia,Southern Asia,India,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1GW2005,27.1,2005,GW,Africa,Sub-Saharan Africa,Guinea-Bissau,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1SL2005,27.2,2005,SL,Africa,Sub-Saharan Africa,Sierra Leone,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1CO2004,27.4,2004,CO,Americas,Latin America and the Caribbean,Colombia,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1CM2004,27.7,2004,CM,Africa,Sub-Saharan Africa,Cameroon,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1VN2004,27.8,2004,VN,Asia,South-eastern Asia,Viet Nam,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1SV2005,28,2005,SV,Americas,Latin America and the Caribbean,El Salvador,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1GQ2005,28,2005,GQ,Africa,Sub-Saharan Africa,Equatorial Guinea,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1CR2004,29,2004,CR,Americas,Latin America and the Caribbean,Costa Rica,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1GW2004,29,2004,GW,Africa,Sub-Saharan Africa,Guinea-Bissau,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1NI2005,29.2,2005,NI,Americas,Latin America and the Caribbean,Nicaragua,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1MU2004,29.5,2004,MU,Africa,Sub-Saharan Africa,Mauritius,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1EC2004,29.6,2004,EC,Americas,Latin America and the Caribbean,Ecuador,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1BD2005,29.7,2005,BD,Asia,Southern Asia,Bangladesh,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1GT2005,29.8,2005,GT,Americas,Latin America and the Caribbean,Guatemala,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1SR2004,30.2,2004,SR,Americas,Latin America and the Caribbean,Suriname,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1BA2004,30.4,2004,BA,Europe,Southern Europe,Bosnia and Herzegovina,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1BW2005,30.6,2005,BW,Africa,Sub-Saharan Africa,Botswana,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1MD2004,30.8,2004,MD,Europe,Eastern Europe,Republic of Moldova,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1LS2004,31.2,2004,LS,Africa,Sub-Saharan Africa,Lesotho,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1IN2005,31.2,2005,IN,Asia,Southern Asia,India,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1ID2005,31.2,2005,ID,Asia,South-eastern Asia,Indonesia,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1KP2005,31.2,2005,KP,Asia,Eastern Asia,Democratic People's Republic of Korea,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1MZ2005,31.4,2005,MZ,Africa,Sub-Saharan Africa,Mozambique,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1MK2004,31.5,2004,MK,Europe,Southern Europe,North Macedonia,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1BT2005,31.7,2005,BT,Asia,Southern Asia,Bhutan,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1GY2004,31.9,2004,GY,Americas,Latin America and the Caribbean,Guyana,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1PH2004,31.9,2004,PH,Asia,South-eastern Asia,Philippines,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1KM2005,32,2005,KM,Africa,Sub-Saharan Africa,Comoros,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1ER2004,32.4,2004,ER,Africa,Sub-Saharan Africa,Eritrea,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1KE2004,32.9,2004,KE,Africa,Sub-Saharan Africa,Kenya,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1MG2004,32.9,2004,MG,Africa,Sub-Saharan Africa,Madagascar,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1PA2004,33,2004,PA,Americas,Latin America and the Caribbean,Panama,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1QA2005,33.4,2005,QA,Asia,Western Asia,Qatar,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1CI2005,33.4,2005,CI,Africa,Sub-Saharan Africa,Ivory Coast,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1KI2004,33.7,2004,KI,Oceania,Micronesia,Kiribati,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1CM2005,33.8,2005,CM,Africa,Sub-Saharan Africa,Cameroon,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1GN2004,33.9,2004,GN,Africa,Sub-Saharan Africa,Guinea,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1TZ2005,34.1,2005,TZ,Africa,Sub-Saharan Africa,United Republic of Tanzania,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1MW2004,34.2,2004,MW,Africa,Sub-Saharan Africa,Malawi,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1ID2004,34.4,2004,ID,Asia,South-eastern Asia,Indonesia,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1TD2005,34.5,2005,TD,Africa,Sub-Saharan Africa,Chad,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1MM2004,34.6,2004,MM,Asia,South-eastern Asia,Myanmar,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1HT2005,34.9,2005,HT,Americas,Latin America and the Caribbean,Haiti,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1RW2005,34.9,2005,RW,Africa,Sub-Saharan Africa,Rwanda,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1GM2005,34.9,2005,GM,Africa,Sub-Saharan Africa,Gambia,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1LR2005,35.2,2005,LR,Africa,Sub-Saharan Africa,Liberia,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,https://static1.squarespace.com/static/56424f6ce4b0552eb7fdc4e8/t/575b3a1e22482e3a748c06d2/1465596454726/journal.pone.0050568.PDF,IZiNCG.,2019
3.4.1LA2004,35.7,2004,LA,Asia,South-eastern Asia,Lao People's Democratic Republic,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1GM2004,36.1,2004,GM,Africa,Sub-Saharan Africa,Gambia,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
3.4.1TT2004,36.9,2004,TT,Americas,Latin America and the Caribbean,Trinidad and Tobago,3.4,"Iodine, Iron & zinc deficiencies",3.4.1,Estimated % population at risk of inadequate zinc intake,All ages,Both sexes,All residences,%,http://www.izincg.ucdavis.edu/publications/files/IZiNCGtechdocFNB2004.pdf,IZiNCG,2019
